"concentration","value","compound"
-0.494850021680094,0.061,"GT3_043_BW WT"
-0.494850021680094,0.062,"GT3_043_BW WT"
-0.494850021680094,0.072,"GT3_043_BW WT"
-0.494850021680094,0.052,"GT3_043_BW tolC"
-0.494850021680094,0.051,"GT3_043_BW tolC"
-0.494850021680094,0.051,"GT3_043_BW tolC"
-0.494850021680094,0.046,"Blank"
-0.795880017344075,0.087,"GT3_043_BW WT"
-0.795880017344075,0.065,"GT3_043_BW WT"
-0.795880017344075,0.062,"GT3_043_BW WT"
-0.795880017344075,0.05,"GT3_043_BW tolC"
-0.795880017344075,0.12,"GT3_043_BW tolC"
-0.795880017344075,0.052,"GT3_043_BW tolC"
-0.795880017344075,0.046,"Blank"
-1.09691001300806,0.072,"GT3_043_BW WT"
-1.09691001300806,0.069,"GT3_043_BW WT"
-1.09691001300806,0.128,"GT3_043_BW WT"
-1.09691001300806,0.176,"GT3_043_BW tolC"
-1.09691001300806,0.052,"GT3_043_BW tolC"
-1.09691001300806,0.055,"GT3_043_BW tolC"
-1.09691001300806,0.046,"Blank"
-1.39794000867204,0.295,"GT3_043_BW WT"
-1.39794000867204,0.073,"GT3_043_BW WT"
-1.39794000867204,0.301,"GT3_043_BW WT"
-1.39794000867204,0.287,"GT3_043_BW tolC"
-1.39794000867204,0.055,"GT3_043_BW tolC"
-1.39794000867204,0.298,"GT3_043_BW tolC"
-1.39794000867204,0.046,"Blank"
-1.69897000433602,0.086,"GT3_043_BW WT"
-1.69897000433602,0.318,"GT3_043_BW WT"
-1.69897000433602,0.186,"GT3_043_BW WT"
-1.69897000433602,0.273,"GT3_043_BW tolC"
-1.69897000433602,0.303,"GT3_043_BW tolC"
-1.69897000433602,0.278,"GT3_043_BW tolC"
-1.69897000433602,0.045,"Blank"
-2,0.139,"GT3_043_BW WT"
-2,0.134,"GT3_043_BW WT"
-2,0.286,"GT3_043_BW WT"
-2,0.178,"GT3_043_BW tolC"
-2,0.26,"GT3_043_BW tolC"
-2,0.467,"GT3_043_BW tolC"
-2,0.046,"Blank"
-2.30102999566398,0.385,"GT3_043_BW WT"
-2.30102999566398,0.356,"GT3_043_BW WT"
-2.30102999566398,0.34,"GT3_043_BW WT"
-2.30102999566398,0.09,"GT3_043_BW tolC"
-2.30102999566398,0.381,"GT3_043_BW tolC"
-2.30102999566398,0.091,"GT3_043_BW tolC"
-2.30102999566398,0.046,"Blank"
-2.60205999132796,0.314,"GT3_043_BW WT"
-2.60205999132796,0.275,"GT3_043_BW WT"
-2.60205999132796,0.291,"GT3_043_BW WT"
-2.60205999132796,0.256,"GT3_043_BW tolC"
-2.60205999132796,0.257,"GT3_043_BW tolC"
-2.60205999132796,0.251,"GT3_043_BW tolC"
-2.60205999132796,0.045,"Blank"
-2.90308998699194,0.306,"GT3_043_BW WT"
-2.90308998699194,0.285,"GT3_043_BW WT"
-2.90308998699194,0.279,"GT3_043_BW WT"
-2.90308998699194,0.283,"GT3_043_BW tolC"
-2.90308998699194,0.345,"GT3_043_BW tolC"
-2.90308998699194,0.312,"GT3_043_BW tolC"
-2.90308998699194,0.047,"Blank"
-3.20411998265592,0.341,"GT3_043_BW WT"
-3.20411998265592,0.3,"GT3_043_BW WT"
-3.20411998265592,0.299,"GT3_043_BW WT"
-3.20411998265592,0.36,"GT3_043_BW tolC"
-3.20411998265592,0.382,"GT3_043_BW tolC"
-3.20411998265592,0.359,"GT3_043_BW tolC"
-3.20411998265592,0.045,"Blank"
-3.50514997831991,0.34,"GT3_043_BW WT"
-3.50514997831991,0.317,"GT3_043_BW WT"
-3.50514997831991,0.302,"GT3_043_BW WT"
-3.50514997831991,0.367,"GT3_043_BW tolC"
-3.50514997831991,0.367,"GT3_043_BW tolC"
-3.50514997831991,0.361,"GT3_043_BW tolC"
-3.50514997831991,0.046,"Blank"
-Inf,0.343,"GT3_043_BW WT"
-Inf,0.325,"GT3_043_BW WT"
-Inf,0.303,"GT3_043_BW WT"
-Inf,0.363,"GT3_043_BW tolC"
-Inf,0.352,"GT3_043_BW tolC"
-Inf,0.367,"GT3_043_BW tolC"
-Inf,0.046,"Blank"
