"concentration","value","compound"
1.39794000867204,0.039,"Blank"
1.39794000867204,0.041,"Cipro_PA14 WT"
1.39794000867204,0.041,"Cipro_PA14 WT"
1.39794000867204,0.041,"Cipro_PA14 WT"
1.09691001300806,0.039,"Blank"
1.09691001300806,0.04,"Cipro_PA14 WT"
1.09691001300806,0.04,"Cipro_PA14 WT"
1.09691001300806,0.04,"Cipro_PA14 WT"
0.795880017344075,0.039,"Blank"
0.795880017344075,0.041,"Cipro_PA14 WT"
0.795880017344075,0.041,"Cipro_PA14 WT"
0.795880017344075,0.041,"Cipro_PA14 WT"
0.494850021680094,0.039,"Blank"
0.494850021680094,0.041,"Cipro_PA14 WT"
0.494850021680094,0.041,"Cipro_PA14 WT"
0.494850021680094,0.042,"Cipro_PA14 WT"
0.193820026016113,0.039,"Blank"
0.193820026016113,0.041,"Cipro_PA14 WT"
0.193820026016113,0.041,"Cipro_PA14 WT"
0.193820026016113,0.042,"Cipro_PA14 WT"
-0.107209969647868,0.039,"Blank"
-0.107209969647868,0.041,"Cipro_PA14 WT"
-0.107209969647868,0.04,"Cipro_PA14 WT"
-0.107209969647868,0.042,"Cipro_PA14 WT"
-0.40823996531185,0.04,"Blank"
-0.40823996531185,0.041,"Cipro_PA14 WT"
-0.40823996531185,0.04,"Cipro_PA14 WT"
-0.40823996531185,0.04,"Cipro_PA14 WT"
-0.709269960975831,0.039,"Blank"
-0.709269960975831,0.041,"Cipro_PA14 WT"
-0.709269960975831,0.041,"Cipro_PA14 WT"
-0.709269960975831,0.041,"Cipro_PA14 WT"
-1.01029995663981,0.039,"Blank"
-1.01029995663981,0.066,"Cipro_PA14 WT"
-1.01029995663981,0.066,"Cipro_PA14 WT"
-1.01029995663981,0.066,"Cipro_PA14 WT"
-1.31132995230379,0.039,"Blank"
-1.31132995230379,0.287,"Cipro_PA14 WT"
-1.31132995230379,0.311,"Cipro_PA14 WT"
-1.31132995230379,0.296,"Cipro_PA14 WT"
-1.61235994796777,0.039,"Blank"
-1.61235994796777,0.39,"Cipro_PA14 WT"
-1.61235994796777,0.399,"Cipro_PA14 WT"
-1.61235994796777,0.399,"Cipro_PA14 WT"
-Inf,0.039,"Blank"
-Inf,0.508,"Cipro_PA14 WT"
-Inf,0.527,"Cipro_PA14 WT"
-Inf,0.464,"Cipro_PA14 WT"
