"concentration","value","compound"
2,0.291,"IS84"
2,0.392,"IS84"
1.69897000433602,0.536,"IS84"
1.69897000433602,0.593,"IS84"
1.39794000867204,0.499,"IS84"
1.39794000867204,0.911,"IS84"
1.09691001300806,0.598,"IS84"
1.09691001300806,0.622,"IS84"
0.795880017344075,0.796,"IS84"
0.795880017344075,0.815,"IS84"
0.494850021680094,0.817,"IS84"
0.494850021680094,0.781,"IS84"
0.193820026016113,0.838,"IS84"
0.193820026016113,0.854,"IS84"
-0.107209969647868,0.827,"IS84"
-0.107209969647868,0.852,"IS84"
-0.40823996531185,0.914,"IS84"
-0.40823996531185,0.859,"IS84"
-0.709269960975831,1.213,"IS84"
-0.709269960975831,0.719,"IS84"
-Inf,0.181,"Blank"
-Inf,0.215,"Blank"
