"concentration","value","compound"
-0.494850021680094,0.055,"GT3_043_BW WT"
-0.494850021680094,0.053,"GT3_043_BW WT"
-0.494850021680094,0.053,"GT3_043_BW WT"
-0.494850021680094,0.054,"GT3_043_BW tolC"
-0.494850021680094,0.05,"GT3_043_BW tolC"
-0.494850021680094,0.05,"GT3_043_BW tolC"
-0.494850021680094,0.045,"Blank"
-0.795880017344075,0.059,"GT3_043_BW WT"
-0.795880017344075,0.09,"GT3_043_BW WT"
-0.795880017344075,0.057,"GT3_043_BW WT"
-0.795880017344075,0.11,"GT3_043_BW tolC"
-0.795880017344075,0.138,"GT3_043_BW tolC"
-0.795880017344075,0.052,"GT3_043_BW tolC"
-0.795880017344075,0.044,"Blank"
-1.09691001300806,0.066,"GT3_043_BW WT"
-1.09691001300806,0.12,"GT3_043_BW WT"
-1.09691001300806,0.062,"GT3_043_BW WT"
-1.09691001300806,0.055,"GT3_043_BW tolC"
-1.09691001300806,0.054,"GT3_043_BW tolC"
-1.09691001300806,0.054,"GT3_043_BW tolC"
-1.09691001300806,0.045,"Blank"
-1.39794000867204,0.074,"GT3_043_BW WT"
-1.39794000867204,0.069,"GT3_043_BW WT"
-1.39794000867204,0.068,"GT3_043_BW WT"
-1.39794000867204,0.058,"GT3_043_BW tolC"
-1.39794000867204,0.056,"GT3_043_BW tolC"
-1.39794000867204,0.058,"GT3_043_BW tolC"
-1.39794000867204,0.045,"Blank"
-1.69897000433602,0.078,"GT3_043_BW WT"
-1.69897000433602,0.079,"GT3_043_BW WT"
-1.69897000433602,0.299,"GT3_043_BW WT"
-1.69897000433602,0.235,"GT3_043_BW tolC"
-1.69897000433602,0.295,"GT3_043_BW tolC"
-1.69897000433602,0.197,"GT3_043_BW tolC"
-1.69897000433602,0.045,"Blank"
-2,0.108,"GT3_043_BW WT"
-2,0.106,"GT3_043_BW WT"
-2,0.11,"GT3_043_BW WT"
-2,0.071,"GT3_043_BW tolC"
-2,0.07,"GT3_043_BW tolC"
-2,0.411,"GT3_043_BW tolC"
-2,0.046,"Blank"
-2.30102999566398,0.373,"GT3_043_BW WT"
-2.30102999566398,0.348,"GT3_043_BW WT"
-2.30102999566398,0.329,"GT3_043_BW WT"
-2.30102999566398,0.33,"GT3_043_BW tolC"
-2.30102999566398,0.286,"GT3_043_BW tolC"
-2.30102999566398,0.301,"GT3_043_BW tolC"
-2.30102999566398,0.045,"Blank"
-2.60205999132796,0.326,"GT3_043_BW WT"
-2.60205999132796,0.343,"GT3_043_BW WT"
-2.60205999132796,0.34,"GT3_043_BW WT"
-2.60205999132796,0.328,"GT3_043_BW tolC"
-2.60205999132796,0.236,"GT3_043_BW tolC"
-2.60205999132796,0.259,"GT3_043_BW tolC"
-2.60205999132796,0.045,"Blank"
-2.90308998699194,0.294,"GT3_043_BW WT"
-2.90308998699194,0.298,"GT3_043_BW WT"
-2.90308998699194,0.29,"GT3_043_BW WT"
-2.90308998699194,0.326,"GT3_043_BW tolC"
-2.90308998699194,0.365,"GT3_043_BW tolC"
-2.90308998699194,0.359,"GT3_043_BW tolC"
-2.90308998699194,0.046,"Blank"
-3.20411998265592,0.293,"GT3_043_BW WT"
-3.20411998265592,0.284,"GT3_043_BW WT"
-3.20411998265592,0.284,"GT3_043_BW WT"
-3.20411998265592,0.339,"GT3_043_BW tolC"
-3.20411998265592,0.352,"GT3_043_BW tolC"
-3.20411998265592,0.361,"GT3_043_BW tolC"
-3.20411998265592,0.045,"Blank"
-3.50514997831991,0.295,"GT3_043_BW WT"
-3.50514997831991,0.282,"GT3_043_BW WT"
-3.50514997831991,0.277,"GT3_043_BW WT"
-3.50514997831991,0.401,"GT3_043_BW tolC"
-3.50514997831991,0.389,"GT3_043_BW tolC"
-3.50514997831991,0.398,"GT3_043_BW tolC"
-3.50514997831991,0.045,"Blank"
-Inf,0.294,"GT3_043_BW WT"
-Inf,0.29,"GT3_043_BW WT"
-Inf,0.28,"GT3_043_BW WT"
-Inf,0.4,"GT3_043_BW tolC"
-Inf,0.408,"GT3_043_BW tolC"
-Inf,0.417,"GT3_043_BW tolC"
-Inf,0.045,"Blank"
