"concentration","value","compound"
3,0.041,"Azithromycin_PA14 WT"
3,0.041,"Azithromycin_PA14 WT"
3,0.041,"Azithromycin_PA14 WT"
3,0.041,"Azithromycin_PA14 WT"
3,0.041,"Azithromycin_PA14 WT"
3,0.041,"Azithromycin_PA14 WT"
3,0.04,"Blank"
2.52287874528034,0.041,"Azithromycin_PA14 WT"
2.52287874528034,0.23,"Azithromycin_PA14 WT"
2.52287874528034,0.04,"Azithromycin_PA14 WT"
2.52287874528034,0.072,"Azithromycin_PA14 WT"
2.52287874528034,0.094,"Azithromycin_PA14 WT"
2.52287874528034,0.061,"Azithromycin_PA14 WT"
2.52287874528034,0.04,"Blank"
2.04575749056068,0.043,"Azithromycin_PA14 WT"
2.04575749056068,0.043,"Azithromycin_PA14 WT"
2.04575749056068,0.042,"Azithromycin_PA14 WT"
2.04575749056068,0.061,"Azithromycin_PA14 WT"
2.04575749056068,0.058,"Azithromycin_PA14 WT"
2.04575749056068,0.062,"Azithromycin_PA14 WT"
2.04575749056068,0.04,"Blank"
1.56863623584101,0.174,"Azithromycin_PA14 WT"
1.56863623584101,0.157,"Azithromycin_PA14 WT"
1.56863623584101,0.16,"Azithromycin_PA14 WT"
1.56863623584101,0.159,"Azithromycin_PA14 WT"
1.56863623584101,0.158,"Azithromycin_PA14 WT"
1.56863623584101,0.162,"Azithromycin_PA14 WT"
1.56863623584101,0.039,"Blank"
1.09151498112135,0.291,"Azithromycin_PA14 WT"
1.09151498112135,0.259,"Azithromycin_PA14 WT"
1.09151498112135,0.297,"Azithromycin_PA14 WT"
1.09151498112135,0.283,"Azithromycin_PA14 WT"
1.09151498112135,0.305,"Azithromycin_PA14 WT"
1.09151498112135,0.295,"Azithromycin_PA14 WT"
1.09151498112135,0.07,"Blank"
0.614393726401688,0.487,"Azithromycin_PA14 WT"
0.614393726401688,0.359,"Azithromycin_PA14 WT"
0.614393726401688,0.394,"Azithromycin_PA14 WT"
0.614393726401688,0.447,"Azithromycin_PA14 WT"
0.614393726401688,0.409,"Azithromycin_PA14 WT"
0.614393726401688,0.406,"Azithromycin_PA14 WT"
0.614393726401688,0.039,"Blank"
0.137272471682025,0.76,"Azithromycin_PA14 WT"
0.137272471682025,0.504,"Azithromycin_PA14 WT"
0.137272471682025,0.504,"Azithromycin_PA14 WT"
0.137272471682025,0.511,"Azithromycin_PA14 WT"
0.137272471682025,0.497,"Azithromycin_PA14 WT"
0.137272471682025,0.508,"Azithromycin_PA14 WT"
0.137272471682025,0.039,"Blank"
-0.339848783037637,0.757,"Azithromycin_PA14 WT"
-0.339848783037637,0.519,"Azithromycin_PA14 WT"
-0.339848783037637,0.54,"Azithromycin_PA14 WT"
-0.339848783037637,0.528,"Azithromycin_PA14 WT"
-0.339848783037637,0.53,"Azithromycin_PA14 WT"
-0.339848783037637,0.525,"Azithromycin_PA14 WT"
-0.339848783037637,0.039,"Blank"
-0.816970037757299,0.75,"Azithromycin_PA14 WT"
-0.816970037757299,0.533,"Azithromycin_PA14 WT"
-0.816970037757299,0.5,"Azithromycin_PA14 WT"
-0.816970037757299,0.533,"Azithromycin_PA14 WT"
-0.816970037757299,0.525,"Azithromycin_PA14 WT"
-0.816970037757299,0.532,"Azithromycin_PA14 WT"
-0.816970037757299,0.04,"Blank"
-1.29409129247696,0.765,"Azithromycin_PA14 WT"
-1.29409129247696,0.53,"Azithromycin_PA14 WT"
-1.29409129247696,0.544,"Azithromycin_PA14 WT"
-1.29409129247696,0.53,"Azithromycin_PA14 WT"
-1.29409129247696,0.535,"Azithromycin_PA14 WT"
-1.29409129247696,0.521,"Azithromycin_PA14 WT"
-1.29409129247696,0.039,"Blank"
-1.77121254719662,0.797,"Azithromycin_PA14 WT"
-1.77121254719662,0.526,"Azithromycin_PA14 WT"
-1.77121254719662,0.537,"Azithromycin_PA14 WT"
-1.77121254719662,0.52,"Azithromycin_PA14 WT"
-1.77121254719662,0.513,"Azithromycin_PA14 WT"
-1.77121254719662,0.529,"Azithromycin_PA14 WT"
-1.77121254719662,0.039,"Blank"
-Inf,0.826,"Azithromycin_PA14 WT"
-Inf,0.551,"Azithromycin_PA14 WT"
-Inf,0.524,"Azithromycin_PA14 WT"
-Inf,0.536,"Azithromycin_PA14 WT"
-Inf,0.517,"Azithromycin_PA14 WT"
-Inf,0.535,"Azithromycin_PA14 WT"
-Inf,0.04,"Blank"
