"concentration","value","compound"
1.09691001300806,0.339,"GT3_043_PA14 WT"
1.09691001300806,0.362,"GT3_043_PA14 WT"
1.09691001300806,0.386,"GT3_043_PA14 WT"
1.09691001300806,0.377,"GT3_043_PA14 WT"
1.09691001300806,0.374,"GT3_043_PA14 WT"
1.09691001300806,0.358,"GT3_043_PA14 WT"
1.09691001300806,0.042,"Blank"
0.795880017344075,0.291,"GT3_043_PA14 WT"
0.795880017344075,0.308,"GT3_043_PA14 WT"
0.795880017344075,0.339,"GT3_043_PA14 WT"
0.795880017344075,0.344,"GT3_043_PA14 WT"
0.795880017344075,0.352,"GT3_043_PA14 WT"
0.795880017344075,0.355,"GT3_043_PA14 WT"
0.795880017344075,0.04,"Blank"
0.494850021680094,0.389,"GT3_043_PA14 WT"
0.494850021680094,0.462,"GT3_043_PA14 WT"
0.494850021680094,0.49,"GT3_043_PA14 WT"
0.494850021680094,0.411,"GT3_043_PA14 WT"
0.494850021680094,0.432,"GT3_043_PA14 WT"
0.494850021680094,0.413,"GT3_043_PA14 WT"
0.494850021680094,0.04,"Blank"
0.193820026016113,0.477,"GT3_043_PA14 WT"
0.193820026016113,0.47,"GT3_043_PA14 WT"
0.193820026016113,0.498,"GT3_043_PA14 WT"
0.193820026016113,0.471,"GT3_043_PA14 WT"
0.193820026016113,0.454,"GT3_043_PA14 WT"
0.193820026016113,0.488,"GT3_043_PA14 WT"
0.193820026016113,0.04,"Blank"
-0.107209969647868,0.521,"GT3_043_PA14 WT"
-0.107209969647868,0.559,"GT3_043_PA14 WT"
-0.107209969647868,0.547,"GT3_043_PA14 WT"
-0.107209969647868,0.484,"GT3_043_PA14 WT"
-0.107209969647868,0.49,"GT3_043_PA14 WT"
-0.107209969647868,0.506,"GT3_043_PA14 WT"
-0.107209969647868,0.039,"Blank"
-0.40823996531185,0.536,"GT3_043_PA14 WT"
-0.40823996531185,0.515,"GT3_043_PA14 WT"
-0.40823996531185,0.552,"GT3_043_PA14 WT"
-0.40823996531185,0.516,"GT3_043_PA14 WT"
-0.40823996531185,0.515,"GT3_043_PA14 WT"
-0.40823996531185,0.525,"GT3_043_PA14 WT"
-0.40823996531185,0.04,"Blank"
-0.709269960975831,0.552,"GT3_043_PA14 WT"
-0.709269960975831,0.523,"GT3_043_PA14 WT"
-0.709269960975831,0.534,"GT3_043_PA14 WT"
-0.709269960975831,0.536,"GT3_043_PA14 WT"
-0.709269960975831,0.533,"GT3_043_PA14 WT"
-0.709269960975831,0.54,"GT3_043_PA14 WT"
-0.709269960975831,0.04,"Blank"
-1.01029995663981,0.572,"GT3_043_PA14 WT"
-1.01029995663981,0.526,"GT3_043_PA14 WT"
-1.01029995663981,0.532,"GT3_043_PA14 WT"
-1.01029995663981,0.545,"GT3_043_PA14 WT"
-1.01029995663981,0.553,"GT3_043_PA14 WT"
-1.01029995663981,0.558,"GT3_043_PA14 WT"
-1.01029995663981,0.039,"Blank"
-1.31132995230379,0.589,"GT3_043_PA14 WT"
-1.31132995230379,0.532,"GT3_043_PA14 WT"
-1.31132995230379,0.567,"GT3_043_PA14 WT"
-1.31132995230379,0.555,"GT3_043_PA14 WT"
-1.31132995230379,0.562,"GT3_043_PA14 WT"
-1.31132995230379,0.569,"GT3_043_PA14 WT"
-1.31132995230379,0.039,"Blank"
-Inf,0.592,"GT3_043_PA14 WT"
-Inf,0.518,"GT3_043_PA14 WT"
-Inf,0.527,"GT3_043_PA14 WT"
-Inf,0.54,"GT3_043_PA14 WT"
-Inf,0.537,"GT3_043_PA14 WT"
-Inf,0.52,"GT3_043_PA14 WT"
-Inf,0.04,"Blank"
