"concentration","value","compound"
3.39794000867204,0.04,"Blank"
3.39794000867204,0.147,"carb_PA14 WT"
3.39794000867204,0.092,"carb_PA14 WT"
3.39794000867204,0.161,"carb_PA14 WT"
3.09691001300806,0.039,"Blank"
3.09691001300806,0.287,"carb_PA14 WT"
3.09691001300806,0.267,"carb_PA14 WT"
3.09691001300806,0.286,"carb_PA14 WT"
2.79588001734408,0.039,"Blank"
2.79588001734408,0.644,"carb_PA14 WT"
2.79588001734408,0.565,"carb_PA14 WT"
2.79588001734408,0.589,"carb_PA14 WT"
2.49485002168009,0.04,"Blank"
2.49485002168009,0.689,"carb_PA14 WT"
2.49485002168009,0.683,"carb_PA14 WT"
2.49485002168009,0.686,"carb_PA14 WT"
2.19382002601611,0.039,"Blank"
2.19382002601611,0.785,"carb_PA14 WT"
2.19382002601611,0.754,"carb_PA14 WT"
2.19382002601611,0.757,"carb_PA14 WT"
1.89279003035213,0.04,"Blank"
1.89279003035213,0.684,"carb_PA14 WT"
1.89279003035213,0.673,"carb_PA14 WT"
1.89279003035213,0.687,"carb_PA14 WT"
1.59176003468815,0.04,"Blank"
1.59176003468815,0.645,"carb_PA14 WT"
1.59176003468815,0.629,"carb_PA14 WT"
1.59176003468815,0.594,"carb_PA14 WT"
1.29073003902417,0.039,"Blank"
1.29073003902417,0.631,"carb_PA14 WT"
1.29073003902417,0.61,"carb_PA14 WT"
1.29073003902417,0.661,"carb_PA14 WT"
0.989700043360188,0.039,"Blank"
0.989700043360188,0.593,"carb_PA14 WT"
0.989700043360188,0.611,"carb_PA14 WT"
0.989700043360188,0.593,"carb_PA14 WT"
0.688670047696207,0.039,"Blank"
0.688670047696207,0.627,"carb_PA14 WT"
0.688670047696207,0.618,"carb_PA14 WT"
0.688670047696207,0.624,"carb_PA14 WT"
0.387640052032226,0.039,"Blank"
0.387640052032226,0.653,"carb_PA14 WT"
0.387640052032226,0.632,"carb_PA14 WT"
0.387640052032226,0.625,"carb_PA14 WT"
-Inf,0.039,"Blank"
-Inf,0.718,"carb_PA14 WT"
-Inf,0.707,"carb_PA14 WT"
-Inf,0.675,"carb_PA14 WT"
