"concentration","value","compound"
0.806179973983887,0.052,"Tobramycin_BW WT"
0.806179973983887,0.051,"Tobramycin_BW WT"
0.806179973983887,0.051,"Tobramycin_BW WT"
0.806179973983887,0.052,"Tobramycin_BW tolC"
0.806179973983887,0.052,"Tobramycin_BW tolC"
0.806179973983887,0.053,"Tobramycin_BW tolC"
0.806179973983887,0.052,"Blank"
0.329058719264225,0.052,"Tobramycin_BW WT"
0.329058719264225,0.051,"Tobramycin_BW WT"
0.329058719264225,0.051,"Tobramycin_BW WT"
0.329058719264225,0.053,"Tobramycin_BW tolC"
0.329058719264225,0.052,"Tobramycin_BW tolC"
0.329058719264225,0.052,"Tobramycin_BW tolC"
0.329058719264225,0.051,"Blank"
-0.148062535455438,0.105,"Tobramycin_BW WT"
-0.148062535455438,0.081,"Tobramycin_BW WT"
-0.148062535455438,0.075,"Tobramycin_BW WT"
-0.148062535455438,0.199,"Tobramycin_BW tolC"
-0.148062535455438,0.191,"Tobramycin_BW tolC"
-0.148062535455438,0.151,"Tobramycin_BW tolC"
-0.148062535455438,0.052,"Blank"
-0.6251837901751,0.261,"Tobramycin_BW WT"
-0.6251837901751,0.255,"Tobramycin_BW WT"
-0.6251837901751,0.238,"Tobramycin_BW WT"
-0.6251837901751,0.473,"Tobramycin_BW tolC"
-0.6251837901751,0.5,"Tobramycin_BW tolC"
-0.6251837901751,0.478,"Tobramycin_BW tolC"
-0.6251837901751,0.052,"Blank"
-1.10230504489476,0.483,"Tobramycin_BW WT"
-1.10230504489476,0.475,"Tobramycin_BW WT"
-1.10230504489476,0.476,"Tobramycin_BW WT"
-1.10230504489476,0.431,"Tobramycin_BW tolC"
-1.10230504489476,0.421,"Tobramycin_BW tolC"
-1.10230504489476,0.42,"Tobramycin_BW tolC"
-1.10230504489476,0.052,"Blank"
-1.57942629961443,0.471,"Tobramycin_BW WT"
-1.57942629961443,0.467,"Tobramycin_BW WT"
-1.57942629961443,0.482,"Tobramycin_BW WT"
-1.57942629961443,0.435,"Tobramycin_BW tolC"
-1.57942629961443,0.44,"Tobramycin_BW tolC"
-1.57942629961443,0.431,"Tobramycin_BW tolC"
-1.57942629961443,0.051,"Blank"
-2.05654755433409,0.451,"Tobramycin_BW WT"
-2.05654755433409,0.472,"Tobramycin_BW WT"
-2.05654755433409,0.443,"Tobramycin_BW WT"
-2.05654755433409,0.442,"Tobramycin_BW tolC"
-2.05654755433409,0.446,"Tobramycin_BW tolC"
-2.05654755433409,0.43,"Tobramycin_BW tolC"
-2.05654755433409,0.056,"Blank"
-2.53366880905375,0.47,"Tobramycin_BW WT"
-2.53366880905375,0.463,"Tobramycin_BW WT"
-2.53366880905375,0.461,"Tobramycin_BW WT"
-2.53366880905375,0.418,"Tobramycin_BW tolC"
-2.53366880905375,0.427,"Tobramycin_BW tolC"
-2.53366880905375,0.432,"Tobramycin_BW tolC"
-2.53366880905375,0.053,"Blank"
-3.01079006377341,0.47,"Tobramycin_BW WT"
-3.01079006377341,0.459,"Tobramycin_BW WT"
-3.01079006377341,0.465,"Tobramycin_BW WT"
-3.01079006377341,0.438,"Tobramycin_BW tolC"
-3.01079006377341,0.446,"Tobramycin_BW tolC"
-3.01079006377341,0.437,"Tobramycin_BW tolC"
-3.01079006377341,0.053,"Blank"
-3.48791131849308,0.456,"Tobramycin_BW WT"
-3.48791131849308,0.466,"Tobramycin_BW WT"
-3.48791131849308,0.457,"Tobramycin_BW WT"
-3.48791131849308,0.441,"Tobramycin_BW tolC"
-3.48791131849308,0.428,"Tobramycin_BW tolC"
-3.48791131849308,0.438,"Tobramycin_BW tolC"
-3.48791131849308,0.051,"Blank"
-3.96503257321274,0.465,"Tobramycin_BW WT"
-3.96503257321274,0.501,"Tobramycin_BW WT"
-3.96503257321274,0.449,"Tobramycin_BW WT"
-3.96503257321274,0.451,"Tobramycin_BW tolC"
-3.96503257321274,0.436,"Tobramycin_BW tolC"
-3.96503257321274,0.437,"Tobramycin_BW tolC"
-3.96503257321274,0.051,"Blank"
-Inf,0.455,"Tobramycin_BW WT"
-Inf,0.449,"Tobramycin_BW WT"
-Inf,0.459,"Tobramycin_BW WT"
-Inf,0.448,"Tobramycin_BW tolC"
-Inf,0.431,"Tobramycin_BW tolC"
-Inf,0.457,"Tobramycin_BW tolC"
-Inf,0.052,"Blank"
