"concentration","value","compound"
2.69897000433602,0.043,"Colistin_PA14 WT"
2.69897000433602,0.042,"Colistin_PA14 WT"
2.69897000433602,0.041,"Colistin_PA14 WT"
2.69897000433602,0.041,"Colistin_PA14 delta mexAB"
2.69897000433602,0.043,"Colistin_PA14 delta mexAB"
2.69897000433602,0.041,"Colistin_PA14 delta mexAB"
2.69897000433602,0.041,"Blank"
2.39794000867204,0.042,"Colistin_PA14 WT"
2.39794000867204,0.041,"Colistin_PA14 WT"
2.39794000867204,0.041,"Colistin_PA14 WT"
2.39794000867204,0.041,"Colistin_PA14 delta mexAB"
2.39794000867204,0.042,"Colistin_PA14 delta mexAB"
2.39794000867204,0.042,"Colistin_PA14 delta mexAB"
2.39794000867204,0.04,"Blank"
2.09691001300806,0.042,"Colistin_PA14 WT"
2.09691001300806,0.041,"Colistin_PA14 WT"
2.09691001300806,0.041,"Colistin_PA14 WT"
2.09691001300806,0.041,"Colistin_PA14 delta mexAB"
2.09691001300806,0.042,"Colistin_PA14 delta mexAB"
2.09691001300806,0.042,"Colistin_PA14 delta mexAB"
2.09691001300806,0.041,"Blank"
1.79588001734408,0.042,"Colistin_PA14 WT"
1.79588001734408,0.042,"Colistin_PA14 WT"
1.79588001734408,0.04,"Colistin_PA14 WT"
1.79588001734408,0.041,"Colistin_PA14 delta mexAB"
1.79588001734408,0.042,"Colistin_PA14 delta mexAB"
1.79588001734408,0.041,"Colistin_PA14 delta mexAB"
1.79588001734408,0.041,"Blank"
1.49485002168009,0.041,"Colistin_PA14 WT"
1.49485002168009,0.042,"Colistin_PA14 WT"
1.49485002168009,0.041,"Colistin_PA14 WT"
1.49485002168009,0.041,"Colistin_PA14 delta mexAB"
1.49485002168009,0.041,"Colistin_PA14 delta mexAB"
1.49485002168009,0.041,"Colistin_PA14 delta mexAB"
1.49485002168009,0.04,"Blank"
1.19382002601611,0.041,"Colistin_PA14 WT"
1.19382002601611,0.041,"Colistin_PA14 WT"
1.19382002601611,0.041,"Colistin_PA14 WT"
1.19382002601611,0.042,"Colistin_PA14 delta mexAB"
1.19382002601611,0.04,"Colistin_PA14 delta mexAB"
1.19382002601611,0.04,"Colistin_PA14 delta mexAB"
1.19382002601611,0.04,"Blank"
0.892790030352132,0.04,"Colistin_PA14 WT"
0.892790030352132,0.041,"Colistin_PA14 WT"
0.892790030352132,0.041,"Colistin_PA14 WT"
0.892790030352132,0.041,"Colistin_PA14 delta mexAB"
0.892790030352132,0.04,"Colistin_PA14 delta mexAB"
0.892790030352132,0.04,"Colistin_PA14 delta mexAB"
0.892790030352132,0.04,"Blank"
0.59176003468815,0.041,"Colistin_PA14 WT"
0.59176003468815,0.041,"Colistin_PA14 WT"
0.59176003468815,0.04,"Colistin_PA14 WT"
0.59176003468815,0.041,"Colistin_PA14 delta mexAB"
0.59176003468815,0.04,"Colistin_PA14 delta mexAB"
0.59176003468815,0.042,"Colistin_PA14 delta mexAB"
0.59176003468815,0.04,"Blank"
0.290730039024169,0.041,"Colistin_PA14 WT"
0.290730039024169,0.044,"Colistin_PA14 WT"
0.290730039024169,0.041,"Colistin_PA14 WT"
0.290730039024169,0.041,"Colistin_PA14 delta mexAB"
0.290730039024169,0.042,"Colistin_PA14 delta mexAB"
0.290730039024169,0.041,"Colistin_PA14 delta mexAB"
0.290730039024169,0.04,"Blank"
-0.010299956639812,0.053,"Colistin_PA14 WT"
-0.010299956639812,0.048,"Colistin_PA14 WT"
-0.010299956639812,0.05,"Colistin_PA14 WT"
-0.010299956639812,0.041,"Colistin_PA14 delta mexAB"
-0.010299956639812,0.041,"Colistin_PA14 delta mexAB"
-0.010299956639812,0.041,"Colistin_PA14 delta mexAB"
-0.010299956639812,0.039,"Blank"
-0.311329952303793,0.374,"Colistin_PA14 WT"
-0.311329952303793,0.371,"Colistin_PA14 WT"
-0.311329952303793,0.37,"Colistin_PA14 WT"
-0.311329952303793,0.338,"Colistin_PA14 delta mexAB"
-0.311329952303793,0.313,"Colistin_PA14 delta mexAB"
-0.311329952303793,0.293,"Colistin_PA14 delta mexAB"
-0.311329952303793,0.039,"Blank"
-Inf,0.454,"Colistin_PA14 WT"
-Inf,0.442,"Colistin_PA14 WT"
-Inf,0.451,"Colistin_PA14 WT"
-Inf,0.397,"Colistin_PA14 delta mexAB"
-Inf,0.4,"Colistin_PA14 delta mexAB"
-Inf,0.376,"Colistin_PA14 delta mexAB"
-Inf,0.039,"Blank"
