"concentration","value","compound"
-0.494850021680094,0.063,"GT3_043_BW WT"
-0.494850021680094,0.063,"GT3_043_BW WT"
-0.494850021680094,0.062,"GT3_043_BW WT"
-0.494850021680094,0.055,"GT3_043_BW tolC"
-0.494850021680094,0.059,"GT3_043_BW tolC"
-0.494850021680094,0.054,"GT3_043_BW tolC"
-0.494850021680094,0.046,"Blank"
-0.795880017344075,0.067,"GT3_043_BW WT"
-0.795880017344075,0.062,"GT3_043_BW WT"
-0.795880017344075,0.062,"GT3_043_BW WT"
-0.795880017344075,0.097,"GT3_043_BW tolC"
-0.795880017344075,0.056,"GT3_043_BW tolC"
-0.795880017344075,0.056,"GT3_043_BW tolC"
-0.795880017344075,0.045,"Blank"
-1.09691001300806,0.065,"GT3_043_BW WT"
-1.09691001300806,0.064,"GT3_043_BW WT"
-1.09691001300806,0.065,"GT3_043_BW WT"
-1.09691001300806,0.058,"GT3_043_BW tolC"
-1.09691001300806,0.058,"GT3_043_BW tolC"
-1.09691001300806,0.147,"GT3_043_BW tolC"
-1.09691001300806,0.046,"Blank"
-1.39794000867204,0.076,"GT3_043_BW WT"
-1.39794000867204,0.076,"GT3_043_BW WT"
-1.39794000867204,0.076,"GT3_043_BW WT"
-1.39794000867204,0.068,"GT3_043_BW tolC"
-1.39794000867204,0.065,"GT3_043_BW tolC"
-1.39794000867204,0.064,"GT3_043_BW tolC"
-1.39794000867204,0.046,"Blank"
-1.69897000433602,0.09,"GT3_043_BW WT"
-1.69897000433602,0.344,"GT3_043_BW WT"
-1.69897000433602,0.085,"GT3_043_BW WT"
-1.69897000433602,0.465,"GT3_043_BW tolC"
-1.69897000433602,0.284,"GT3_043_BW tolC"
-1.69897000433602,0.067,"GT3_043_BW tolC"
-1.69897000433602,0.046,"Blank"
-2,0.136,"GT3_043_BW WT"
-2,0.123,"GT3_043_BW WT"
-2,0.131,"GT3_043_BW WT"
-2,0.333,"GT3_043_BW tolC"
-2,0.081,"GT3_043_BW tolC"
-2,0.095,"GT3_043_BW tolC"
-2,0.046,"Blank"
-2.30102999566398,0.364,"GT3_043_BW WT"
-2.30102999566398,0.361,"GT3_043_BW WT"
-2.30102999566398,0.373,"GT3_043_BW WT"
-2.30102999566398,0.342,"GT3_043_BW tolC"
-2.30102999566398,0.116,"GT3_043_BW tolC"
-2.30102999566398,0.364,"GT3_043_BW tolC"
-2.30102999566398,0.046,"Blank"
-2.60205999132796,0.308,"GT3_043_BW WT"
-2.60205999132796,0.315,"GT3_043_BW WT"
-2.60205999132796,0.32,"GT3_043_BW WT"
-2.60205999132796,0.294,"GT3_043_BW tolC"
-2.60205999132796,0.281,"GT3_043_BW tolC"
-2.60205999132796,0.287,"GT3_043_BW tolC"
-2.60205999132796,0.047,"Blank"
-2.90308998699194,0.279,"GT3_043_BW WT"
-2.90308998699194,0.273,"GT3_043_BW WT"
-2.90308998699194,0.281,"GT3_043_BW WT"
-2.90308998699194,0.302,"GT3_043_BW tolC"
-2.90308998699194,0.331,"GT3_043_BW tolC"
-2.90308998699194,0.28,"GT3_043_BW tolC"
-2.90308998699194,0.049,"Blank"
-3.20411998265592,0.279,"GT3_043_BW WT"
-3.20411998265592,0.274,"GT3_043_BW WT"
-3.20411998265592,0.277,"GT3_043_BW WT"
-3.20411998265592,0.375,"GT3_043_BW tolC"
-3.20411998265592,0.376,"GT3_043_BW tolC"
-3.20411998265592,0.35,"GT3_043_BW tolC"
-3.20411998265592,0.046,"Blank"
-3.50514997831991,0.275,"GT3_043_BW WT"
-3.50514997831991,0.273,"GT3_043_BW WT"
-3.50514997831991,0.277,"GT3_043_BW WT"
-3.50514997831991,0.4,"GT3_043_BW tolC"
-3.50514997831991,0.392,"GT3_043_BW tolC"
-3.50514997831991,0.389,"GT3_043_BW tolC"
-3.50514997831991,0.046,"Blank"
-Inf,0.282,"GT3_043_BW WT"
-Inf,0.28,"GT3_043_BW WT"
-Inf,0.285,"GT3_043_BW WT"
-Inf,0.395,"GT3_043_BW tolC"
-Inf,0.396,"GT3_043_BW tolC"
-Inf,0.405,"GT3_043_BW tolC"
-Inf,0.046,"Blank"
