"concentration","value","compound"
0.806179973983887,0.059,"GT3_043_BW WT"
0.806179973983887,0.051,"GT3_043_BW WT"
0.806179973983887,0.05,"GT3_043_BW WT"
0.806179973983887,0.047,"GT3_043_BW tolC"
0.806179973983887,0.048,"GT3_043_BW tolC"
0.806179973983887,0.047,"GT3_043_BW tolC"
0.806179973983887,0.047,"Blank"
0.329058719264225,0.052,"GT3_043_BW WT"
0.329058719264225,0.052,"GT3_043_BW WT"
0.329058719264225,0.05,"GT3_043_BW WT"
0.329058719264225,0.049,"GT3_043_BW tolC"
0.329058719264225,0.049,"GT3_043_BW tolC"
0.329058719264225,0.048,"GT3_043_BW tolC"
0.329058719264225,0.045,"Blank"
-0.148062535455438,0.054,"GT3_043_BW WT"
-0.148062535455438,0.053,"GT3_043_BW WT"
-0.148062535455438,0.051,"GT3_043_BW WT"
-0.148062535455438,0.051,"GT3_043_BW tolC"
-0.148062535455438,0.051,"GT3_043_BW tolC"
-0.148062535455438,0.05,"GT3_043_BW tolC"
-0.148062535455438,0.046,"Blank"
-0.6251837901751,0.068,"GT3_043_BW WT"
-0.6251837901751,0.056,"GT3_043_BW WT"
-0.6251837901751,0.054,"GT3_043_BW WT"
-0.6251837901751,0.085,"GT3_043_BW tolC"
-0.6251837901751,0.07,"GT3_043_BW tolC"
-0.6251837901751,0.05,"GT3_043_BW tolC"
-0.6251837901751,0.044,"Blank"
-1.10230504489476,0.064,"GT3_043_BW WT"
-1.10230504489476,0.063,"GT3_043_BW WT"
-1.10230504489476,0.063,"GT3_043_BW WT"
-1.10230504489476,0.053,"GT3_043_BW tolC"
-1.10230504489476,0.052,"GT3_043_BW tolC"
-1.10230504489476,0.052,"GT3_043_BW tolC"
-1.10230504489476,0.044,"Blank"
-1.57942629961443,0.074,"GT3_043_BW WT"
-1.57942629961443,0.07,"GT3_043_BW WT"
-1.57942629961443,0.068,"GT3_043_BW WT"
-1.57942629961443,0.061,"GT3_043_BW tolC"
-1.57942629961443,0.268,"GT3_043_BW tolC"
-1.57942629961443,0.058,"GT3_043_BW tolC"
-1.57942629961443,0.044,"Blank"
-2.05654755433409,0.112,"GT3_043_BW WT"
-2.05654755433409,0.107,"GT3_043_BW WT"
-2.05654755433409,0.283,"GT3_043_BW WT"
-2.05654755433409,0.067,"GT3_043_BW tolC"
-2.05654755433409,0.067,"GT3_043_BW tolC"
-2.05654755433409,0.064,"GT3_043_BW tolC"
-2.05654755433409,0.044,"Blank"
-2.53366880905375,0.392,"GT3_043_BW WT"
-2.53366880905375,0.299,"GT3_043_BW WT"
-2.53366880905375,0.324,"GT3_043_BW WT"
-2.53366880905375,0.302,"GT3_043_BW tolC"
-2.53366880905375,0.112,"GT3_043_BW tolC"
-2.53366880905375,0.122,"GT3_043_BW tolC"
-2.53366880905375,0.044,"Blank"
-3.01079006377341,0.289,"GT3_043_BW WT"
-3.01079006377341,0.264,"GT3_043_BW WT"
-3.01079006377341,0.255,"GT3_043_BW WT"
-3.01079006377341,0.321,"GT3_043_BW tolC"
-3.01079006377341,0.35,"GT3_043_BW tolC"
-3.01079006377341,0.319,"GT3_043_BW tolC"
-3.01079006377341,0.044,"Blank"
-3.48791131849308,0.333,"GT3_043_BW WT"
-3.48791131849308,0.289,"GT3_043_BW WT"
-3.48791131849308,0.271,"GT3_043_BW WT"
-3.48791131849308,0.415,"GT3_043_BW tolC"
-3.48791131849308,0.398,"GT3_043_BW tolC"
-3.48791131849308,0.355,"GT3_043_BW tolC"
-3.48791131849308,0.043,"Blank"
-3.96503257321274,0.336,"GT3_043_BW WT"
-3.96503257321274,0.295,"GT3_043_BW WT"
-3.96503257321274,0.283,"GT3_043_BW WT"
-3.96503257321274,0.439,"GT3_043_BW tolC"
-3.96503257321274,0.428,"GT3_043_BW tolC"
-3.96503257321274,0.401,"GT3_043_BW tolC"
-3.96503257321274,0.044,"Blank"
-Inf,0.378,"GT3_043_BW WT"
-Inf,0.321,"GT3_043_BW WT"
-Inf,0.31,"GT3_043_BW WT"
-Inf,0.371,"GT3_043_BW tolC"
-Inf,0.377,"GT3_043_BW tolC"
-Inf,0.383,"GT3_043_BW tolC"
-Inf,0.047,"Blank"
