"concentration","value","compound"
0.806179973983887,0.053,"GT3_043_BW WT"
0.806179973983887,0.052,"GT3_043_BW WT"
0.806179973983887,0.052,"GT3_043_BW WT"
0.806179973983887,0.047,"GT3_043_BW tolC"
0.806179973983887,0.048,"GT3_043_BW tolC"
0.806179973983887,0.047,"GT3_043_BW tolC"
0.806179973983887,0.046,"Blank"
0.329058719264225,0.053,"GT3_043_BW WT"
0.329058719264225,0.052,"GT3_043_BW WT"
0.329058719264225,0.052,"GT3_043_BW WT"
0.329058719264225,0.046,"GT3_043_BW tolC"
0.329058719264225,0.046,"GT3_043_BW tolC"
0.329058719264225,0.046,"GT3_043_BW tolC"
0.329058719264225,0.043,"Blank"
-0.148062535455438,0.058,"GT3_043_BW WT"
-0.148062535455438,0.056,"GT3_043_BW WT"
-0.148062535455438,0.054,"GT3_043_BW WT"
-0.148062535455438,0.047,"GT3_043_BW tolC"
-0.148062535455438,0.049,"GT3_043_BW tolC"
-0.148062535455438,0.047,"GT3_043_BW tolC"
-0.148062535455438,0.045,"Blank"
-0.6251837901751,0.065,"GT3_043_BW WT"
-0.6251837901751,0.06,"GT3_043_BW WT"
-0.6251837901751,0.059,"GT3_043_BW WT"
-0.6251837901751,0.047,"GT3_043_BW tolC"
-0.6251837901751,0.083,"GT3_043_BW tolC"
-0.6251837901751,0.047,"GT3_043_BW tolC"
-0.6251837901751,0.043,"Blank"
-1.10230504489476,0.212,"GT3_043_BW WT"
-1.10230504489476,0.154,"GT3_043_BW WT"
-1.10230504489476,0.205,"GT3_043_BW WT"
-1.10230504489476,0.05,"GT3_043_BW tolC"
-1.10230504489476,0.052,"GT3_043_BW tolC"
-1.10230504489476,0.05,"GT3_043_BW tolC"
-1.10230504489476,0.043,"Blank"
-1.57942629961443,0.068,"GT3_043_BW WT"
-1.57942629961443,0.213,"GT3_043_BW WT"
-1.57942629961443,0.066,"GT3_043_BW WT"
-1.57942629961443,0.255,"GT3_043_BW tolC"
-1.57942629961443,0.05,"GT3_043_BW tolC"
-1.57942629961443,0.048,"GT3_043_BW tolC"
-1.57942629961443,0.043,"Blank"
-2.05654755433409,0.086,"GT3_043_BW WT"
-2.05654755433409,0.082,"GT3_043_BW WT"
-2.05654755433409,0.079,"GT3_043_BW WT"
-2.05654755433409,0.053,"GT3_043_BW tolC"
-2.05654755433409,0.3,"GT3_043_BW tolC"
-2.05654755433409,0.278,"GT3_043_BW tolC"
-2.05654755433409,0.044,"Blank"
-2.53366880905375,0.391,"GT3_043_BW WT"
-2.53366880905375,0.336,"GT3_043_BW WT"
-2.53366880905375,0.326,"GT3_043_BW WT"
-2.53366880905375,0.241,"GT3_043_BW tolC"
-2.53366880905375,0.272,"GT3_043_BW tolC"
-2.53366880905375,0.248,"GT3_043_BW tolC"
-2.53366880905375,0.042,"Blank"
-3.01079006377341,0.336,"GT3_043_BW WT"
-3.01079006377341,0.3,"GT3_043_BW WT"
-3.01079006377341,0.279,"GT3_043_BW WT"
-3.01079006377341,0.237,"GT3_043_BW tolC"
-3.01079006377341,0.263,"GT3_043_BW tolC"
-3.01079006377341,0.241,"GT3_043_BW tolC"
-3.01079006377341,0.043,"Blank"
-3.48791131849308,0.305,"GT3_043_BW WT"
-3.48791131849308,0.272,"GT3_043_BW WT"
-3.48791131849308,0.265,"GT3_043_BW WT"
-3.48791131849308,0.304,"GT3_043_BW tolC"
-3.48791131849308,0.289,"GT3_043_BW tolC"
-3.48791131849308,0.274,"GT3_043_BW tolC"
-3.48791131849308,0.042,"Blank"
-3.96503257321274,0.335,"GT3_043_BW WT"
-3.96503257321274,0.284,"GT3_043_BW WT"
-3.96503257321274,0.29,"GT3_043_BW WT"
-3.96503257321274,0.346,"GT3_043_BW tolC"
-3.96503257321274,0.341,"GT3_043_BW tolC"
-3.96503257321274,0.308,"GT3_043_BW tolC"
-3.96503257321274,0.044,"Blank"
-Inf,0.372,"GT3_043_BW WT"
-Inf,0.301,"GT3_043_BW WT"
-Inf,0.295,"GT3_043_BW WT"
-Inf,0.328,"GT3_043_BW tolC"
-Inf,0.359,"GT3_043_BW tolC"
-Inf,0.371,"GT3_043_BW tolC"
-Inf,0.275,"Blank"
