"concentration","value","compound"
1,0.047,"BW WT"
1,0.047,"BW WT"
1,0.047,"BW WT"
1,0.046,"BW tolC"
1,0.046,"BW tolC"
1,0.046,"BW tolC"
1,0.044,"Blank"
0.522878745280338,0.05,"BW WT"
0.522878745280338,0.051,"BW WT"
0.522878745280338,0.05,"BW WT"
0.522878745280338,0.047,"BW tolC"
0.522878745280338,0.049,"BW tolC"
0.522878745280338,0.047,"BW tolC"
0.522878745280337,0.05,"Blank"
0.0457574905606751,0.051,"BW WT"
0.0457574905606751,0.053,"BW WT"
0.0457574905606751,0.052,"BW WT"
0.0457574905606751,0.049,"BW tolC"
0.0457574905606751,0.049,"BW tolC"
0.0457574905606751,0.049,"BW tolC"
0.0457574905606747,0.045,"Blank"
-0.431363764158987,0.055,"BW WT"
-0.431363764158987,0.056,"BW WT"
-0.431363764158987,0.057,"BW WT"
-0.431363764158987,0.051,"BW tolC"
-0.431363764158987,0.051,"BW tolC"
-0.431363764158987,0.053,"BW tolC"
-0.431363764158988,0.044,"Blank"
-0.90848501887865,0.064,"BW WT"
-0.90848501887865,0.062,"BW WT"
-0.90848501887865,0.061,"BW WT"
-0.90848501887865,0.056,"BW tolC"
-0.90848501887865,0.057,"BW tolC"
-0.90848501887865,0.059,"BW tolC"
-0.908485018878649,0.045,"Blank"
-1.38560627359831,0.302,"BW WT"
-1.38560627359831,0.19,"BW WT"
-1.38560627359831,0.095,"BW WT"
-1.38560627359831,0.06,"BW tolC"
-1.38560627359831,0.062,"BW tolC"
-1.38560627359831,0.06,"BW tolC"
-1.38560627359831,0.045,"Blank"
-1.86272752831797,0.247,"BW WT"
-1.86272752831797,0.251,"BW WT"
-1.86272752831797,0.251,"BW WT"
-1.86272752831797,0.073,"BW tolC"
-1.86272752831797,0.073,"BW tolC"
-1.86272752831797,0.071,"BW tolC"
-1.86272752831798,0.044,"Blank"
-2.33984878303764,0.256,"BW WT"
-2.33984878303764,0.25,"BW WT"
-2.33984878303764,0.263,"BW WT"
-2.33984878303764,0.289,"BW tolC"
-2.33984878303764,0.278,"BW tolC"
-2.33984878303764,0.28,"BW tolC"
-2.33984878303764,0.044,"Blank"
-2.8169700377573,0.251,"BW WT"
-2.8169700377573,0.252,"BW WT"
-2.8169700377573,0.255,"BW WT"
-2.8169700377573,0.33,"BW tolC"
-2.8169700377573,0.301,"BW tolC"
-2.8169700377573,0.299,"BW tolC"
-2.8169700377573,0.045,"Blank"
-3.29409129247696,0.255,"BW WT"
-3.29409129247696,0.259,"BW WT"
-3.29409129247696,0.261,"BW WT"
-3.29409129247696,0.335,"BW tolC"
-3.29409129247696,0.341,"BW tolC"
-3.29409129247696,0.332,"BW tolC"
-3.29409129247696,0.045,"Blank"
-3.77121254719662,0.255,"BW WT"
-3.77121254719662,0.256,"BW WT"
-3.77121254719662,0.255,"BW WT"
-3.77121254719662,0.326,"BW tolC"
-3.77121254719662,0.329,"BW tolC"
-3.77121254719662,0.329,"BW tolC"
-3.77121254719662,0.044,"Blank"
-Inf,0.26,"BW WT"
-Inf,0.274,"BW WT"
-Inf,0.274,"BW WT"
-Inf,0.341,"BW tolC"
-Inf,0.336,"BW tolC"
-Inf,0.33,"BW tolC"
-Inf,0.045,"Blank"
