"concentration","value","compound"
2.8750612633917,0.068,"Novo_BW WT"
2.8750612633917,0.067,"Novo_BW WT"
2.8750612633917,0.067,"Novo_BW WT"
2.8750612633917,0.052,"Novo_BW tolC"
2.8750612633917,0.053,"Novo_BW tolC"
2.8750612633917,0.053,"Novo_BW tolC"
2.8750612633917,0.052,"Blank"
2.39794000867204,0.167,"Novo_BW WT"
2.39794000867204,0.069,"Novo_BW WT"
2.39794000867204,0.071,"Novo_BW WT"
2.39794000867204,0.051,"Novo_BW tolC"
2.39794000867204,0.049,"Novo_BW tolC"
2.39794000867204,0.05,"Novo_BW tolC"
2.39794000867204,0.048,"Blank"
1.92080138182565,0.073,"Novo_BW WT"
1.92080138182565,0.199,"Novo_BW WT"
1.92080138182565,0.187,"Novo_BW WT"
1.92080138182565,0.047,"Novo_BW tolC"
1.92080138182565,0.048,"Novo_BW tolC"
1.92080138182565,0.049,"Novo_BW tolC"
1.92080138182565,0.047,"Blank"
1.4437322414016,0.139,"Novo_BW WT"
1.4437322414016,0.115,"Novo_BW WT"
1.4437322414016,0.106,"Novo_BW WT"
1.4437322414016,0.047,"Novo_BW tolC"
1.4437322414016,0.048,"Novo_BW tolC"
1.4437322414016,0.048,"Novo_BW tolC"
1.4437322414016,0.046,"Blank"
0.966610986681934,0.244,"Novo_BW WT"
0.966610986681934,0.228,"Novo_BW WT"
0.966610986681934,0.229,"Novo_BW WT"
0.966610986681934,0.049,"Novo_BW tolC"
0.966610986681934,0.048,"Novo_BW tolC"
0.966610986681934,0.048,"Novo_BW tolC"
0.966610986681934,0.045,"Blank"
0.489958479424835,0.35,"Novo_BW WT"
0.489958479424835,0.323,"Novo_BW WT"
0.489958479424835,0.358,"Novo_BW WT"
0.489958479424835,0.053,"Novo_BW tolC"
0.489958479424835,0.056,"Novo_BW tolC"
0.489958479424835,0.051,"Novo_BW tolC"
0.489958479424835,0.045,"Blank"
0.0128372247051722,0.309,"Novo_BW WT"
0.0128372247051722,0.31,"Novo_BW WT"
0.0128372247051722,0.323,"Novo_BW WT"
0.0128372247051722,0.063,"Novo_BW tolC"
0.0128372247051722,0.068,"Novo_BW tolC"
0.0128372247051722,0.064,"Novo_BW tolC"
0.0128372247051722,0.045,"Blank"
-0.464705879957229,0.278,"Novo_BW WT"
-0.464705879957229,0.275,"Novo_BW WT"
-0.464705879957229,0.284,"Novo_BW WT"
-0.464705879957229,0.124,"Novo_BW tolC"
-0.464705879957229,0.218,"Novo_BW tolC"
-0.464705879957229,0.328,"Novo_BW tolC"
-0.464705879957229,0.045,"Blank"
-0.943095148663527,0.275,"Novo_BW WT"
-0.943095148663527,0.276,"Novo_BW WT"
-0.943095148663527,0.274,"Novo_BW WT"
-0.943095148663527,0.327,"Novo_BW tolC"
-0.943095148663527,0.319,"Novo_BW tolC"
-0.943095148663527,0.307,"Novo_BW tolC"
-0.943095148663527,0.046,"Blank"
-1.42021640338319,0.281,"Novo_BW WT"
-1.42021640338319,0.269,"Novo_BW WT"
-1.42021640338319,0.277,"Novo_BW WT"
-1.42021640338319,0.339,"Novo_BW tolC"
-1.42021640338319,0.342,"Novo_BW tolC"
-1.42021640338319,0.343,"Novo_BW tolC"
-1.42021640338319,0.045,"Blank"
-1.88605664769316,0.282,"Novo_BW WT"
-1.88605664769316,0.29,"Novo_BW WT"
-1.88605664769316,0.286,"Novo_BW WT"
-1.88605664769316,0.346,"Novo_BW tolC"
-1.88605664769316,0.35,"Novo_BW tolC"
-1.88605664769316,0.352,"Novo_BW tolC"
-1.88605664769316,0.047,"Blank"
-Inf,0.324,"Novo_BW WT"
-Inf,0.335,"Novo_BW WT"
-Inf,0.317,"Novo_BW WT"
-Inf,0.309,"Novo_BW tolC"
-Inf,0.335,"Novo_BW tolC"
-Inf,0.351,"Novo_BW tolC"
-Inf,0.046,"Blank"
