"concentration","value","compound"
0.806179973983887,0.062,"GT3_043_BW WT"
0.806179973983887,0.059,"GT3_043_BW WT"
0.806179973983887,0.059,"GT3_043_BW WT"
0.806179973983887,0.048,"GT3_043_BW tolC"
0.806179973983887,0.049,"GT3_043_BW tolC"
0.806179973983887,0.049,"GT3_043_BW tolC"
0.806179973983887,0.045,"Blank"
0.329058719264225,0.057,"GT3_043_BW WT"
0.329058719264225,0.054,"GT3_043_BW WT"
0.329058719264225,0.053,"GT3_043_BW WT"
0.329058719264225,0.047,"GT3_043_BW tolC"
0.329058719264225,0.05,"GT3_043_BW tolC"
0.329058719264225,0.047,"GT3_043_BW tolC"
0.329058719264225,0.044,"Blank"
-0.148062535455438,0.061,"GT3_043_BW WT"
-0.148062535455438,0.058,"GT3_043_BW WT"
-0.148062535455438,0.054,"GT3_043_BW WT"
-0.148062535455438,0.049,"GT3_043_BW tolC"
-0.148062535455438,0.047,"GT3_043_BW tolC"
-0.148062535455438,0.048,"GT3_043_BW tolC"
-0.148062535455438,0.045,"Blank"
-0.6251837901751,0.06,"GT3_043_BW WT"
-0.6251837901751,0.058,"GT3_043_BW WT"
-0.6251837901751,0.067,"GT3_043_BW WT"
-0.6251837901751,0.085,"GT3_043_BW tolC"
-0.6251837901751,0.048,"GT3_043_BW tolC"
-0.6251837901751,0.047,"GT3_043_BW tolC"
-0.6251837901751,0.044,"Blank"
-1.10230504489476,0.074,"GT3_043_BW WT"
-1.10230504489476,0.069,"GT3_043_BW WT"
-1.10230504489476,0.109,"GT3_043_BW WT"
-1.10230504489476,0.051,"GT3_043_BW tolC"
-1.10230504489476,0.052,"GT3_043_BW tolC"
-1.10230504489476,0.054,"GT3_043_BW tolC"
-1.10230504489476,0.045,"Blank"
-1.57942629961443,0.272,"GT3_043_BW WT"
-1.57942629961443,0.304,"GT3_043_BW WT"
-1.57942629961443,0.171,"GT3_043_BW WT"
-1.57942629961443,0.053,"GT3_043_BW tolC"
-1.57942629961443,0.384,"GT3_043_BW tolC"
-1.57942629961443,0.172,"GT3_043_BW tolC"
-1.57942629961443,0.043,"Blank"
-2.05654755433409,0.344,"GT3_043_BW WT"
-2.05654755433409,0.149,"GT3_043_BW WT"
-2.05654755433409,0.297,"GT3_043_BW WT"
-2.05654755433409,0.07,"GT3_043_BW tolC"
-2.05654755433409,0.272,"GT3_043_BW tolC"
-2.05654755433409,0.059,"GT3_043_BW tolC"
-2.05654755433409,0.044,"Blank"
-2.53366880905375,0.415,"GT3_043_BW WT"
-2.53366880905375,0.357,"GT3_043_BW WT"
-2.53366880905375,0.34,"GT3_043_BW WT"
-2.53366880905375,0.281,"GT3_043_BW tolC"
-2.53366880905375,0.285,"GT3_043_BW tolC"
-2.53366880905375,0.304,"GT3_043_BW tolC"
-2.53366880905375,0.043,"Blank"
-3.01079006377341,0.334,"GT3_043_BW WT"
-3.01079006377341,0.277,"GT3_043_BW WT"
-3.01079006377341,0.283,"GT3_043_BW WT"
-3.01079006377341,0.232,"GT3_043_BW tolC"
-3.01079006377341,0.232,"GT3_043_BW tolC"
-3.01079006377341,0.244,"GT3_043_BW tolC"
-3.01079006377341,0.044,"Blank"
-3.48791131849308,0.332,"GT3_043_BW WT"
-3.48791131849308,0.289,"GT3_043_BW WT"
-3.48791131849308,0.283,"GT3_043_BW WT"
-3.48791131849308,0.318,"GT3_043_BW tolC"
-3.48791131849308,0.313,"GT3_043_BW tolC"
-3.48791131849308,0.319,"GT3_043_BW tolC"
-3.48791131849308,0.044,"Blank"
-3.96503257321274,0.345,"GT3_043_BW WT"
-3.96503257321274,0.311,"GT3_043_BW WT"
-3.96503257321274,0.3,"GT3_043_BW WT"
-3.96503257321274,0.358,"GT3_043_BW tolC"
-3.96503257321274,0.324,"GT3_043_BW tolC"
-3.96503257321274,0.358,"GT3_043_BW tolC"
-3.96503257321274,0.044,"Blank"
-Inf,0.35,"GT3_043_BW WT"
-Inf,0.331,"GT3_043_BW WT"
-Inf,0.322,"GT3_043_BW WT"
-Inf,0.396,"GT3_043_BW tolC"
-Inf,0.39,"GT3_043_BW tolC"
-Inf,0.388,"GT3_043_BW tolC"
-Inf,0.045,"Blank"
