"concentration","value","compound"
1.69897000433602,0.095,"Azithromycin_PA14 WT"
1.69897000433602,0.103,"Azithromycin_PA14 WT"
1.69897000433602,0.09,"Azithromycin_PA14 WT"
1.69897000433602,0.089,"Azithromycin_PA14 WT"
1.69897000433602,0.041,"Blank"
1.39794000867204,0.206,"Azithromycin_PA14 WT"
1.39794000867204,0.187,"Azithromycin_PA14 WT"
1.39794000867204,0.198,"Azithromycin_PA14 WT"
1.39794000867204,0.187,"Azithromycin_PA14 WT"
1.39794000867204,0.039,"Blank"
1.09691001300806,0.273,"Azithromycin_PA14 WT"
1.09691001300806,0.291,"Azithromycin_PA14 WT"
1.09691001300806,0.32,"Azithromycin_PA14 WT"
1.09691001300806,0.34,"Azithromycin_PA14 WT"
1.09691001300806,0.039,"Blank"
0.795880017344075,0.396,"Azithromycin_PA14 WT"
0.795880017344075,0.371,"Azithromycin_PA14 WT"
0.795880017344075,0.429,"Azithromycin_PA14 WT"
0.795880017344075,0.448,"Azithromycin_PA14 WT"
0.795880017344075,0.04,"Blank"
0.494850021680094,0.461,"Azithromycin_PA14 WT"
0.494850021680094,0.441,"Azithromycin_PA14 WT"
0.494850021680094,0.469,"Azithromycin_PA14 WT"
0.494850021680094,0.506,"Azithromycin_PA14 WT"
0.494850021680094,0.039,"Blank"
0.193820026016113,0.549,"Azithromycin_PA14 WT"
0.193820026016113,0.517,"Azithromycin_PA14 WT"
0.193820026016113,0.508,"Azithromycin_PA14 WT"
0.193820026016113,0.541,"Azithromycin_PA14 WT"
0.193820026016113,0.039,"Blank"
-0.107209969647868,0.615,"Azithromycin_PA14 WT"
-0.107209969647868,0.53,"Azithromycin_PA14 WT"
-0.107209969647868,0.535,"Azithromycin_PA14 WT"
-0.107209969647868,0.537,"Azithromycin_PA14 WT"
-0.107209969647868,0.038,"Blank"
-0.40823996531185,0.62,"Azithromycin_PA14 WT"
-0.40823996531185,0.551,"Azithromycin_PA14 WT"
-0.40823996531185,0.547,"Azithromycin_PA14 WT"
-0.40823996531185,0.577,"Azithromycin_PA14 WT"
-0.40823996531185,0.039,"Blank"
-0.709269960975831,0.637,"Azithromycin_PA14 WT"
-0.709269960975831,0.556,"Azithromycin_PA14 WT"
-0.709269960975831,0.549,"Azithromycin_PA14 WT"
-0.709269960975831,0.57,"Azithromycin_PA14 WT"
-0.709269960975831,0.039,"Blank"
-1.01029995663981,0.683,"Azithromycin_PA14 WT"
-1.01029995663981,0.581,"Azithromycin_PA14 WT"
-1.01029995663981,0.571,"Azithromycin_PA14 WT"
-1.01029995663981,0.575,"Azithromycin_PA14 WT"
-1.01029995663981,0.038,"Blank"
-1.31132995230379,0.743,"Azithromycin_PA14 WT"
-1.31132995230379,0.595,"Azithromycin_PA14 WT"
-1.31132995230379,0.603,"Azithromycin_PA14 WT"
-1.31132995230379,0.609,"Azithromycin_PA14 WT"
-1.31132995230379,0.039,"Blank"
-Inf,0.783,"Azithromycin_PA14 WT"
-Inf,0.637,"Azithromycin_PA14 WT"
-Inf,0.605,"Azithromycin_PA14 WT"
-Inf,0.609,"Azithromycin_PA14 WT"
-Inf,0.039,"Blank"
