"concentration","value","compound"
1.69897000433602,0.551,"GT4_181_PA14 WT"
1.69897000433602,0.614,"GT4_181_PA14 WT"
1.69897000433602,0.488,"GT4_181_PA14 WT"
1.69897000433602,0.482,"GT4_181_PA14 WT"
1.69897000433602,0.043,"Blank"
1.39794000867204,0.494,"GT4_181_PA14 WT"
1.39794000867204,0.475,"GT4_181_PA14 WT"
1.39794000867204,0.436,"GT4_181_PA14 WT"
1.39794000867204,0.474,"GT4_181_PA14 WT"
1.39794000867204,0.041,"Blank"
1.09691001300806,0.469,"GT4_181_PA14 WT"
1.09691001300806,0.448,"GT4_181_PA14 WT"
1.09691001300806,0.425,"GT4_181_PA14 WT"
1.09691001300806,0.442,"GT4_181_PA14 WT"
1.09691001300806,0.041,"Blank"
0.795880017344075,0.398,"GT4_181_PA14 WT"
0.795880017344075,0.393,"GT4_181_PA14 WT"
0.795880017344075,0.393,"GT4_181_PA14 WT"
0.795880017344075,0.398,"GT4_181_PA14 WT"
0.795880017344075,0.042,"Blank"
0.494850021680094,0.326,"GT4_181_PA14 WT"
0.494850021680094,0.363,"GT4_181_PA14 WT"
0.494850021680094,0.356,"GT4_181_PA14 WT"
0.494850021680094,0.369,"GT4_181_PA14 WT"
0.494850021680094,0.04,"Blank"
0.193820026016113,0.42,"GT4_181_PA14 WT"
0.193820026016113,0.409,"GT4_181_PA14 WT"
0.193820026016113,0.435,"GT4_181_PA14 WT"
0.193820026016113,0.439,"GT4_181_PA14 WT"
0.193820026016113,0.04,"Blank"
-0.107209969647868,0.456,"GT4_181_PA14 WT"
-0.107209969647868,0.445,"GT4_181_PA14 WT"
-0.107209969647868,0.446,"GT4_181_PA14 WT"
-0.107209969647868,0.443,"GT4_181_PA14 WT"
-0.107209969647868,0.04,"Blank"
-0.40823996531185,0.457,"GT4_181_PA14 WT"
-0.40823996531185,0.449,"GT4_181_PA14 WT"
-0.40823996531185,0.469,"GT4_181_PA14 WT"
-0.40823996531185,0.469,"GT4_181_PA14 WT"
-0.40823996531185,0.041,"Blank"
-0.709269960975831,0.445,"GT4_181_PA14 WT"
-0.709269960975831,0.443,"GT4_181_PA14 WT"
-0.709269960975831,0.469,"GT4_181_PA14 WT"
-0.709269960975831,0.498,"GT4_181_PA14 WT"
-0.709269960975831,0.041,"Blank"
-1.01029995663981,0.455,"GT4_181_PA14 WT"
-1.01029995663981,0.433,"GT4_181_PA14 WT"
-1.01029995663981,0.478,"GT4_181_PA14 WT"
-1.01029995663981,0.549,"GT4_181_PA14 WT"
-1.01029995663981,0.04,"Blank"
-1.31132995230379,0.481,"GT4_181_PA14 WT"
-1.31132995230379,0.442,"GT4_181_PA14 WT"
-1.31132995230379,0.498,"GT4_181_PA14 WT"
-1.31132995230379,0.479,"GT4_181_PA14 WT"
-1.31132995230379,0.039,"Blank"
-Inf,0.499,"GT4_181_PA14 WT"
-Inf,0.444,"GT4_181_PA14 WT"
-Inf,0.492,"GT4_181_PA14 WT"
-Inf,0.524,"GT4_181_PA14 WT"
-Inf,0.041,"Blank"
