"concentration","value","compound"
-0.494850021680094,0.076,"GT3_043_BW WT"
-0.494850021680094,0.062,"GT3_043_BW WT"
-0.494850021680094,0.058,"GT3_043_BW WT"
-0.494850021680094,0.052,"GT3_043_BW tolC"
-0.494850021680094,0.052,"GT3_043_BW tolC"
-0.494850021680094,0.051,"GT3_043_BW tolC"
-0.494850021680094,0.047,"Blank"
-0.795880017344075,0.227,"GT3_043_BW WT"
-0.795880017344075,0.144,"GT3_043_BW WT"
-0.795880017344075,0.061,"GT3_043_BW WT"
-0.795880017344075,0.055,"GT3_043_BW tolC"
-0.795880017344075,0.053,"GT3_043_BW tolC"
-0.795880017344075,0.127,"GT3_043_BW tolC"
-0.795880017344075,0.047,"Blank"
-1.09691001300806,0.078,"GT3_043_BW WT"
-1.09691001300806,0.066,"GT3_043_BW WT"
-1.09691001300806,0.063,"GT3_043_BW WT"
-1.09691001300806,0.233,"GT3_043_BW tolC"
-1.09691001300806,0.064,"GT3_043_BW tolC"
-1.09691001300806,0.205,"GT3_043_BW tolC"
-1.09691001300806,0.047,"Blank"
-1.39794000867204,0.139,"GT3_043_BW WT"
-1.39794000867204,0.103,"GT3_043_BW WT"
-1.39794000867204,0.089,"GT3_043_BW WT"
-1.39794000867204,0.151,"GT3_043_BW tolC"
-1.39794000867204,0.203,"GT3_043_BW tolC"
-1.39794000867204,0.064,"GT3_043_BW tolC"
-1.39794000867204,0.047,"Blank"
-1.69897000433602,0.189,"GT3_043_BW WT"
-1.69897000433602,0.185,"GT3_043_BW WT"
-1.69897000433602,0.154,"GT3_043_BW WT"
-1.69897000433602,0.208,"GT3_043_BW tolC"
-1.69897000433602,0.066,"GT3_043_BW tolC"
-1.69897000433602,0.229,"GT3_043_BW tolC"
-1.69897000433602,0.048,"Blank"
-2,0.405,"GT3_043_BW WT"
-2,0.296,"GT3_043_BW WT"
-2,0.243,"GT3_043_BW WT"
-2,0.082,"GT3_043_BW tolC"
-2,0.092,"GT3_043_BW tolC"
-2,0.085,"GT3_043_BW tolC"
-2,0.046,"Blank"
-2.30102999566398,0.531,"GT3_043_BW WT"
-2.30102999566398,0.374,"GT3_043_BW WT"
-2.30102999566398,0.409,"GT3_043_BW WT"
-2.30102999566398,0.271,"GT3_043_BW tolC"
-2.30102999566398,0.336,"GT3_043_BW tolC"
-2.30102999566398,0.356,"GT3_043_BW tolC"
-2.30102999566398,0.046,"Blank"
-2.60205999132796,0.588,"GT3_043_BW WT"
-2.60205999132796,0.58,"GT3_043_BW WT"
-2.60205999132796,0.636,"GT3_043_BW WT"
-2.60205999132796,0.542,"GT3_043_BW tolC"
-2.60205999132796,0.555,"GT3_043_BW tolC"
-2.60205999132796,0.547,"GT3_043_BW tolC"
-2.60205999132796,0.047,"Blank"
-2.90308998699194,0.691,"GT3_043_BW WT"
-2.90308998699194,0.678,"GT3_043_BW WT"
-2.90308998699194,0.669,"GT3_043_BW WT"
-2.90308998699194,0.538,"GT3_043_BW tolC"
-2.90308998699194,0.558,"GT3_043_BW tolC"
-2.90308998699194,0.524,"GT3_043_BW tolC"
-2.90308998699194,0.048,"Blank"
-3.20411998265592,0.69,"GT3_043_BW WT"
-3.20411998265592,0.687,"GT3_043_BW WT"
-3.20411998265592,0.646,"GT3_043_BW WT"
-3.20411998265592,0.54,"GT3_043_BW tolC"
-3.20411998265592,0.564,"GT3_043_BW tolC"
-3.20411998265592,0.548,"GT3_043_BW tolC"
-3.20411998265592,0.048,"Blank"
-3.50514997831991,0.682,"GT3_043_BW WT"
-3.50514997831991,0.668,"GT3_043_BW WT"
-3.50514997831991,0.555,"GT3_043_BW WT"
-3.50514997831991,0.555,"GT3_043_BW tolC"
-3.50514997831991,0.559,"GT3_043_BW tolC"
-3.50514997831991,0.549,"GT3_043_BW tolC"
-3.50514997831991,0.046,"Blank"
-Inf,0.705,"GT3_043_BW WT"
-Inf,0.602,"GT3_043_BW WT"
-Inf,0.558,"GT3_043_BW WT"
-Inf,0.553,"GT3_043_BW tolC"
-Inf,0.518,"GT3_043_BW tolC"
-Inf,0.526,"GT3_043_BW tolC"
-Inf,0.046,"Blank"
